entstanden;Verfasser;GNDVerfasser;Einheitstitel;Alternativtitel;Druckdatum;Druckort;Drucker1;GNDDrucker1;Drucker2;GNDDrucker2;Drucker3;GNDDrucker3;Drucker4;GNDDrucker4;Umfang;Format;Sprache;Anmerkung;USTCSubject;GW;ISTC;BSB_Ink;VE15;VD16;USTC;Literatur;IDa;Landa;Stadta;Insitutiona;Signatura;erstellta;geänderta;IDb;Landb;Stadtb;Insitutionb;Signaturb;erstelltb;geändertb;Idc;Landc;Stadtc;Insitutionc;Signaturc;erstelltc;geändertc;IDd;Landd;Stadtd;Insitutiond;Signaturd;erstelltd;geändertd;IDe;Lande;Stadte;Insitutione;Signature;erstellte;geänderte;RIDf;Landf;Stadtf;Insitutionf;Signaturf;erstelltf;geändertf
1339-00-00;Rabi Samuel (i.e. Alfonsus Bonihominis, GND 119061481);102849587;[1] Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant [2] Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis [3] Quod Judaei messiam, qui venit seu venturum, temere exspectent;[1] ¬Das¬ Jhesus Nazarenus || der ware Messias sey. Derhalben die || Juden auff kaynen andern warten d#[oe]rffen.|| Rabbi Samuelis:|| Verdeütscht durch Wentzeslaum Linck Eccle=||siasten z? Aldenburgk. Anno dñi. 1524.|| (VD16). [2] Das Jhesus Nazarenus der ware Messias sey. Derhalben die Juden auff kaynen andern warten doerffen (USTC);1524-00-00;Zwickau;Johann Schönsperger d. J.;119539101;N/A;N/A;N/A;N/A;N/A;N/A;ff. [32];4°;Deutsch;Übersetzung ins Deutsche. mit Illustration (Holzschnitt);Religious;N/A;N/A;N/A;N/A;S 1568;627171;Schreckenberg III (1994) 391-393;urn:nbn:de:gbv:3:1-133725;Deutschland;Halle (Saale);Universitäts- und Landesbibliothek Sachsen-Anhalt;Ung VI 53 (9);2010-02-22;2021-11-09;urn:nbn:de:bvb:12-bsb10202619-8;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 P.gr. 229;2013-05-08;2017-10-06;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1339-00-00;Rabi Samuel (i.e. Alfonsus Bonihominis, GND 119061481);102849587;[1] Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant [2] Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis [3] Quod Judaei messiam, qui venit seu venturum, temere exspectent;Ain beweisung, das der war Messias kom[m]en sey, des die Juden noch on vrsach zukünfftig sein, warte[n];1524-00-00;Augsburg;Silvan Otmar;129241172;N/A;N/A;N/A;N/A;N/A;N/A;ff. [27];4°;Deutsch;Übersetzung ins Deutsche;Religious;N/A;N/A;N/A;N/A;S 1564;609686;Schreckenberg III (1994) 391-393;urn:nbn:de:bvb:12-bsb10207553-2;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/P.gr. 424 b;2013-05-08;2021-07-29;http://data.onb.ac.at/rep/10AF824E;Österreich;Wien;Nationalbibliothek;77.E.114 ALT PRUNK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1339-00-00;Rabi Samuel (i.e. Alfonsus Bonihominis, GND 119061481);102849587;[1] Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant [2] Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis [3] Quod Judaei messiam, qui venit seu venturum, temere exspectent;Ain beweisung, das der war Messias kom[m]en sey, des die Juden noch on vrsach zukünfftig sein, warte[n];1528-00-00;Pilsen;Jan Pekk;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4°;Tschechisch;Übersetzung ins Tschechische;Religious;N/A;N/A;N/A;N/A;N/A;568857;Schreckenberg III (1994) 391-393;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1339-00-00;Rabi Samuel (i.e. Alfonsus Bonihominis, GND 119061481);102849587;[1] Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant [2] Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis [3] Quod Judaei messiam, qui venit seu venturum, temere exspectent;Las epistolas enviadas a Rabi Isaac, dotor y maestro de la sinagoga que esta en la subjulmeta en el reino susodicho;1511-00-00;Valladolid;Diego de Gumiel;[tw-Identifier: of0238];N/A;N/A;N/A;N/A;N/A;N/A;N/A;4°;Spanisch;Übersetzung ins Spanische. verloren;Religious;N/A;N/A;N/A;N/A;N/A;347803;Schreckenberg III (1994) 391-393. USTC-Bibliographic References: María Marsá, Materiales para una historia de la imprenta en Valladolid (siglos XVI y XVII), Reference: no. 42. Julián Martín Abad, Post-Incunables Ibéricos, Reference: no. 1380. Frederick John Norton, A descriptive catalogue of printing in Spain and Portugal, 1501-1520, Reference: no. 1307. Alexander Wilkinson, IB: Books Published in Spanish or Portugese or printed on the Iberian Peninsula before 1601, Reference: no. 17149 [https://iberian.ucd.ie/view/iberian:16143];N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1339-00-00;Rabi Samuel (i.e. Alfonsus Bonihominis, GND 119061481);102849587;[1] Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant [2] Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis [3] Quod Judaei messiam, qui venit seu venturum, temere exspectent;N/A;N/A;Bologna;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Latein;fragliche Auflage im GW, verweist auf Hain 14260;N/A;M39851;N/A;N/A;N/A;N/A;N/A;Schreckenberg III (1994) 391-393;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1339-00-00;Rabi Samuel (i.e. Alfonsus Bonihominis, GND 119061481);102849587;[1] Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant [2] Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis [3] Quod Judaei messiam, qui venit seu venturum, temere exspectent;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Latein;fragliche Auflage im GW, verweist auf Exemplar: Tarragona [BP];N/A;M39817;N/A;N/A;N/A;N/A;N/A;Schreckenberg III (1994) 391-393;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1339-00-00;Rabi Samuel (i.e. Alfonsus Bonihominis, GND 119061481);102849587;[1] Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant [2] Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis [3] Quod Judaei messiam, qui venit seu venturum, temere exspectent;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Latein;fragliche Auflage im GW;N/A;M39819;N/A;N/A;N/A;N/A;N/A;Schreckenberg III (1994) 391-393;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1339-00-00;Rabi Samuel (i.e. Alfonsus Bonihominis, GND 119061481);102849587;[1] Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant [2] Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis [3] Quod Judaei messiam, qui venit seu venturum, temere exspectent;N/A;N/A;Köln;Ulrich Zell;11907155X;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Latein;fragliche Auflage im GW, verweist auf H 14265.;N/A;M39863;N/A;N/A;N/A;N/A;N/A;Schreckenberg III (1994) 391-393;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1338-00-00--1344-00-00;Richard Fitzralph;119373998;Summa in questionibus armenorum;Summa in questionibus Armenorum noviter impressa et correcta, cum aliquibus sermonibus;1512-00-00;Paris;Jean Petit (Buchhändler), für;1037534433;N/A;N/A;N/A;N/A;N/A;N/A;ff. Clxxvii;2°;Latein;"darin seine kleine Schrift ""De inventionibus Iudaeorum"". USTC 203036 = USTC 210027 ?";N/A;N/A;N/A;N/A;N/A;N/A;203036;Schreckenberg III (1994) 395. USTC Bibliographic References: Brigitte Moreau, Inventaire Chronologique des Éditions Parisiennes du XVIe siècle, Reference: II 314. Andrew Pettegree, Malcolm Walsby and Alexander Wilkinson, FB: French Vernacular Books, Books published in the French language before 1601, Reference: 84238;urn:nbn:de:bvb:12-bsb00034856-9;Deutschland;München;Bayerische Staatsbibliothek (BSB);2 P.lat. 550;2009-02-19;2021-09-23;https://hdl.handle.net/2027/ucm.5320228710;N/A;N/A;HathiTrust Digital Library;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1338-00-00--1344-00-00;Richard Fitzralph;119373998;Summa in questionibus armenorum;Summa in questionibus Armenorum noviter impressa et correcta, cum aliquibus sermonibus;1512-00-00;Paris;Poncet Le Preux;1037566688;N/A;N/A;N/A;N/A;N/A;N/A;ff. Clxxvii;2°;Latein;"darin seine kleine Schrift ""De inventionibus Iudaeorum"". USTC 203036 = USTC 210027 ?";N/A;N/A;N/A;N/A;N/A;N/A;210027;Schreckenberg III (1994) 395. USTC Bibliographic References: Brigitte Moreau, Inventaire Chronologique des Éditions Parisiennes du XVIe siècle, Reference: II 314. Andrew Pettegree, Malcolm Walsby and Alexander Wilkinson, FB: French Vernacular Books, Books published in the French language before 1601, Reference: 84239;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1308-11-08, vor (Todesdatum);Johannes Duns Scotus;118528165;[1] Quaestiones in quattuor libros Sententiarum [2] Quaestiones in quattuor libros Sententiarum Petri Lombardi;N/A;[1] 1476-00-00--1478-00-00 [2] 1477-00-00--1478-00-00;Venedig;Johann von Köln (Buchhändler);129032921;Johann Manthen;102547629;N/A;N/A;N/A;N/A;ff. 262;2°;Latein;"Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte [eine Auffassung], derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334). Signaturen: [a-c10 d8 e-l10 m8 n6 o10 p8 q-z10 A-B10 C12 D-F10 G8]";[1] Religious. [2] Philosophy and Morality;9073;id00379000;D-311;N/A;N/A;995162;Schreckenberg III (1994) 334-335. Microfiche: Primary Source Microfilm (an imprint of Cengage Learning), 2007. Incunabula: the Printing Revolution in Europe 1455-1500. Unit 62 - Academic Theology Part III, TH 123;urn:nbn:de:bvb:12-bsb00052456-8;Deutschland;München;Bayerische Staatsbibliothek (BSB);2 Inc.c.a. 656#Beibd.1;2010-11-17;2021-09-24;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1308-11-08, vor (Todesdatum);Johannes Duns Scotus;118528165;[1] Quaestiones in quattuor libros Sententiarum [2] Quaestiones in quattuor libros Sententiarum Petri Lombardi;Quaestiones in quattuor libros Sententiarum Petri Lombardi.;1481-00-00;Nürnberg;Anton Koberger;118563890;N/A;N/A;N/A;N/A;N/A;N/A;ff. 130;2°;Latein;"Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte [eine Auffassung], derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334).";[1] Religious. [2] Philosophy and Morality;9074;id00380000;D-167;N/A;N/A;744506;Schreckenberg III (1994) 334-335;urn:nbn:de:bvb:12-bsb00041892-4;Deutschland;München;Bayerische Staatsbibliothek (BSB);2 Inc.c.a. 1110 m-3/4#4;2009-10-05;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1308-11-08, vor (Todesdatum);Johannes Duns Scotus;118528165;[1] Quaestiones in quattuor libros Sententiarum [2] Quaestiones in quattuor libros Sententiarum Petri Lombardi;[1] Quaestiones in quattuor libros Sententiarum Petri Lombardi (USTC). [2] Quodlibeta (USB Köln);1481-00-00;Venedig;Johann Herbort;129031704;Johann von Köln, für;129032921;Nicolas Jenson und Genosse, für;118917153;N/A;N/A;ff. 282;4°;Latein;"Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte [eine Auffassung], derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334).";[1] Religious. [2] Philosophy and Morality;9075;id00381000;D-320;N/A;N/A;995161;Schreckenberg III (1994) 334-335;urn:nbn:de:bvb:12-bsb00052545-2;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 Inc.c.a. 196-3/4#Beibd.1;2010-10-07;2021-09-24;[1] http://www.ub.uni-koeln.de/cdm/compoundobject/collection/inkunabeln/id/202985/rec/1. [2] http://www.ub.uni-koeln.de/cdm/compoundobject/collection/inkunabeln/id/203217/rec/2. [3] http://www.ub.uni-koeln.de/cdm/compoundobject/collection/inkunabeln/id/67935/rec/3. [4] http://www.ub.uni-koeln.de/cdm/compoundobject/collection/inkunabeln/id/70820/rec/46/436#aGBIV6230;Deutschland;Köln;Universitäts- und Stadtbibliothek (USB);[1] AD+BL43. [2] AD+BL436/436#a. [3] GBIV6090. [4] 6/436#aGBIV6230;N/A;N/A;urn:nbn:at:at-ubw-10753.25467.261961-0;Österreich;Wien;Universitätsbibliothek (UB);ES I-138001/4;2018-06-15;2018-06-15;http://hdl.handle.net/11656/4688;N/A;N/A;Biblioteca Digital Loyola;Siglo XV;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1308-11-08, vor (Todesdatum);Johannes Duns Scotus;118528165;[1] Quaestiones in quattuor libros Sententiarum [2] Quaestiones in quattuor libros Sententiarum Petri Lombardi;Quaestiones in quattuor libros Sententiarum cum textu Petri Lombardi;1490-00-00;Venedig;Bernardinus Rizus, Novariensis;1037620623;N/A;N/A;N/A;N/A;N/A;N/A;ff. 186;2°;Latein;"Druck mit Texten Petrus Lombardus (GND 11859334X). Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte [eine Auffassung], derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334).";[1] Religious. [2] Philosophy and Morality;9076;id00382000;D-306;N/A;N/A;995160;Schreckenberg III (1994) 334-335;Tl. IV: urn:nbn:de:bvb:12-bsb00052479-9;Deutschland;München;Bayerische Staatsbibliothek (BSB);Tl. IV: 2 Inc.c.a. 2446-3/5#5;2010-09-22;2021-09-24;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1308-11-08, vor (Todesdatum);Johannes Duns Scotus;118528165;[1] Quaestiones in quattuor libros Sententiarum [2] Quaestiones in quattuor libros Sententiarum Petri Lombardi;N/A;1497-12-18;Venedig;Bonetus Locatellus;1037496906;Octavianus Scotus, für;104090030;N/A;N/A;N/A;N/A;ff. 138;2°;Latein;"Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte [eine Auffassung], derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334). Druck mit Privileg (Fulin 55).";[1] Religious. [2] Philosophy and Morality;9077;id00383000;D307;N/A;N/A;995159;Schreckenberg III (1994) 334-335;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1308-11-08, vor (Todesdatum);Johannes Duns Scotus;118528165;[1] Quaestiones in quattuor libros Sententiarum [2] Quaestiones in quattuor libros Sententiarum Petri Lombardi;N/A;1497-00-00, nicht vor;Venedig;Bonetus Locatelus;1037496906;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Latein;"fragliche Auflage im GW, ist vermutich GW09077. GW-Vorlage: Baroncelli: Lonato (Abb. Bl. 1a). GW-Anm.?Bassenge (Berlin) Auktion 109 (2017) Nr 1050, Teil 3 u. 4. Baroncelli: Lonato App. 1? Nr 2. Lonato BComo (3, Fragm.). Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte [eine Auffassung], derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334).";[1] Religious. [2] Philosophy and Morality;0907710N;N/A;N/A;N/A;N/A;N/A;Schreckenberg III (1994) 334-335;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1308-11-08, vor (Todesdatum);Johannes Duns Scotus;118528165;[1] Quaestiones in quattuor libros Sententiarum [2] Quaestiones in quattuor libros Sententiarum Petri Lombardi;Quaestiones in libr. I. Sententiarum;1472-00-00;Venedig;Leonhard Aurl;1037618025;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Latein;"fragliche Auflage im GW, GW verweist auf H 6424, PA III 93.108, Denis 90. Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte [eine Auffassung], derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334).";[1] Religious. [2] Philosophy and Morality;9078;N/A;N/A;N/A;N/A;N/A;Schreckenberg III (1994) 334-335;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1308-11-08, vor (Todesdatum);Johannes Duns Scotus;118528165;[1] Quaestiones in quattuor libros Sententiarum [2] Quaestiones in quattuor libros Sententiarum Petri Lombardi;Quaestiones in libr. I. Sententiarum. Korr. frater Rufinus OFM;1472-11-05;Venedig;Vindelinus de Spira;1089721781;N/A;N/A;N/A;N/A;N/A;N/A;ff. [224];2°;Latein;"Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte [eine Auffassung], derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334).";[1] Religious. [2] Philosophy and Morality;9079;id00374000;N/A;N/A;N/A;995164;Schreckenberg III (1994) 334-335;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1308-11-08, vor (Todesdatum);Johannes Duns Scotus;118528165;[1] Quaestiones in quattuor libros Sententiarum [2] Quaestiones in quattuor libros Sententiarum Petri Lombardi;Quaestiones in primum librum Sententiarum Petri Lombardi. Ed: Antonio Trombetta;1472-11-19;Venedig;[Drucker des Duns Scotus, Quaestiones (GW 9080)];N/A;N/A;N/A;N/A;N/A;N/A;N/A;ff. [248];2°;Latein;"Signaturen: [a-l10 m-n12 o-r10 s12 t-z10 A12]. Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte [eine Auffassung], derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334).";[1] Religious. [2] Philosophy and Morality;9080;id00375000;D-301;N/A;N/A;995163;Schreckenberg III (1994) 334-335;urn:nbn:de:bvb:12-bsb00052443-7;Deutschland;München;Bayerische Staatsbibliothek (BSB);2 Inc.c.a. 146;2010-09-28;2021-09-24;http://phaidra.univie.ac.at/o:234557. https://ubdata.univie.ac.at/AC08787229. urn:nbn:at:at-ubw-10757.04485.424061-3;Österreich;Wien;Universitätsbibliothek (UB);II-138131;2018-06-15;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1308-11-08, vor (Todesdatum);Johannes Duns Scotus;118528165;[1] Quaestiones in quattuor libros Sententiarum [2] Quaestiones in quattuor libros Sententiarum Petri Lombardi;Quaestiones in libr. II. Sententiarum. Hrsg. Thomas Penketh;1474-00-00;Padua;Albertus de Stendal;1032262435;N/A;N/A;N/A;N/A;N/A;N/A;ff. [158];2°;Latein;"Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte [eine Auffassung], derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334).";[1] Religious. [2] Philosophy and Morality;9081;id00385000;N/A;N/A;N/A;995156;Schreckenberg III (1994) 334-335;urn:nbn:de:bsz:24-digibib-bsz3470465411;Deutschland;Stuttgart;Schreckenberg III (1994) 503-504. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, “Neubewertung von Bernardinos Antisemitismus”. Short Title Catalogue Netherlands, Reference: 102387753. Andrew Pettegree and Malcolm Walsby, Netherlandish Books (NB): Books published in the Low Countries and in the Dutch language abroad before 1601, Reference: 3527;Inc.fol.6426;2011-07-08;2021-12-09;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1308-11-08, vor (Todesdatum);Johannes Duns Scotus;118528165;[1] Quaestiones in quattuor libros Sententiarum [2] Quaestiones in quattuor libros Sententiarum Petri Lombardi;Quaestiones in libr. III. Sententiarum;1473-00-00;[1] Vicenza (GW). [2] Padua (USTC, ISTC);Johannes Renensis [= Johannes de Reno];1172234981;N/A;N/A;N/A;N/A;N/A;N/A;ff. [108];2°;Latein;"Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte [eine Auffassung], derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334).";[1] Religious. [2] Philosophy and Morality;9082;id00386000.;N/A;N/A;N/A;995155;Schreckenberg III (1994) 334-335;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1308-11-08, vor (Todesdatum);Johannes Duns Scotus;118528165;[1] Quaestiones in quattuor libros Sententiarum [2] Quaestiones in quattuor libros Sententiarum Petri Lombardi;[1] Quaestiones in libr. IV. Sententiarum. Daran: Guillermus Vorilongus: Vademecum super 1.IV Sententiarum [2] Quaestiones in quartum librum Sententiarum Petri Lombardi. Add: Guillermus Vorrillong: Vademecum super Sententias Scoti;[1] 1473-00-00 (GW). [2] 1474-00-00--1475-00-00 (USTC, ISTC);Paris;Ulrich Gering;13325366X;Martin Crantz;136437753;Michael Friburger;134198107;N/A;N/A;ff. [358];2°;Latein;"Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte [eine Auffassung], derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334).Mit Guillermus Vorilongus (GND 100944264), Vademecum super 1.IV Sententiarum";[1] Religious. [2] Philosophy and Morality;9083;id00376000;N/A;N/A;N/A;200698;Schreckenberg III (1994) 334-335;urn:nbn:de:bsz:16-diglit-216512;Deutschland;Heidelberg;Universitätsbibliothek (UB);Q 1571 G fol. INC;2014-05-12;2021-05-14;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
